timestamp, ax(m/s^2), ay(m/s^2), omega_z(rad/s)
1703098108665912576,-0.534144,10.346810,0.511056
1703098108674339584,-0.504352,10.334570,0.512177
1703098108682627072,-0.511918,10.398475,0.513743
1703098108690968064,-0.481039,10.426208,0.513930
1703098108699386112,-0.498271,10.413288,0.515913
1703098108707634688,1.196113,10.434335,0.516499
1703098108716035072,1.648457,10.382795,0.519773
1703098108724331520,1.840462,10.458146,0.518461
1703098108732649472,1.881249,10.375820,0.518842
1703098108749439488,1.887688,10.405067,0.516863
1703098108757604608,1.867309,10.437384,0.516336
1703098108774246656,1.811029,10.418688,0.513146
1703098108782783488,1.704770,10.439235,0.510367
1703098108790981632,1.708076,10.493774,0.510051
1703098108799433984,1.611090,10.498735,0.510696
1703098108807650816,1.639427,10.467536,0.508524
1703098108816008448,1.534004,10.529776,0.509980
1703098108824262144,1.470475,10.538336,0.508269
1703098108832698624,1.338676,10.522483,0.507182
1703098108840937728,1.296691,10.539767,0.507182
1703098108849382912,1.220200,10.560570,0.506645
1703098108857579008,1.163827,10.559848,0.505620
1703098108865994240,1.014649,10.545013,0.506244
1703098108874272000,0.991588,10.535604,0.507553
1703098108882676480,0.889649,10.506516,0.505901
1703098108890973440,0.720000,10.595557,0.507751
1703098108899328000,0.644380,10.594990,0.506723
1703098108908109824,0.573406,10.551528,0.507306
1703098108915949824,0.533865,10.588538,0.508620
1703098108941095936,0.212910,10.559262,0.511206
1703098108965940736,0.032907,10.602863,0.511892
1703098108974488320,-0.088389,10.616019,0.513748
1703098108982610432,-0.122312,10.636288,0.512743
1703098108999262464,-0.317890,10.523451,0.512787
1703098109032713984,-0.591481,10.668318,0.518726
1703098109041048832,-0.573944,10.629821,0.518548
1703098109049280768,-0.642658,10.633821,0.519886
1703098109057780480,-0.708605,10.605474,0.521409
1703098109065986816,-0.778947,10.653899,0.522660
1703098109082789632,-0.827986,10.657384,0.524399
1703098109091012864,-0.893118,10.725316,0.524491
1703098109099410944,-0.934799,10.688954,0.525402
1703098109107735296,-0.977852,10.676316,0.525205
1703098109116098816,-1.007611,10.732532,0.528084
1703098109124308480,-1.030045,10.780931,0.526182
1703098109132814592,-1.026035,10.723383,0.527376
1703098109141029376,-1.101521,10.721618,0.528654
1703098109157678080,-1.115414,10.750761,0.528523
1703098109174357760,-1.075230,10.793754,0.530276
1703098109191021824,-1.063456,10.827525,0.530779
1703098109199530240,-0.998592,10.818087,0.531342
1703098109224348672,-0.949456,10.877701,0.534012
1703098109232731392,-0.910320,10.800707,0.533466
1703098109241009920,-0.814469,10.939624,0.534117
1703098109249386496,-0.775013,10.888320,0.533030
1703098109257683712,-0.752530,10.910519,0.535483
1703098109274492160,-0.558037,10.895318,0.534932
1703098109282671616,-0.541003,10.921309,0.534840
1703098109299362816,-0.431313,10.925168,0.534523
1703098109307891200,-0.359295,10.935184,0.535313
1703098109324500480,-0.213119,10.906143,0.533636
1703098109332644864,-0.215523,10.896380,0.532856
1703098109349406720,-0.137070,10.956427,0.533987
1703098109366029824,-0.041056,10.959791,0.533619
1703098109382685184,0.155411,10.905457,0.533304
1703098109399401216,0.171625,10.937849,0.531531
1703098109415997440,0.225309,10.949983,0.531165
1703098109424475648,0.280413,10.956933,0.531528
1703098109441038592,0.296895,10.911807,0.530245
1703098109449426432,0.300043,10.903899,0.528559
1703098109466075904,0.371629,10.915981,0.527807
1703098109474376960,0.452918,10.934143,0.525834
1703098109482779136,0.425650,10.877687,0.525532
1703098109491022080,0.470040,10.853629,0.528383
1703098109499637248,0.508666,10.875973,0.524163
1703098109507688192,0.552135,10.874106,0.524324
1703098109516275200,0.501052,10.851724,0.524903
1703098109541026304,0.547225,10.827156,0.522918
1703098109557672960,0.686893,10.850536,0.523611
1703098109566063360,0.390000,10.858051,0.521974
1703098109583024896,-0.083921,10.793661,0.520847
1703098109599509504,-0.322854,10.796585,0.520685
1703098109616152320,-0.423492,10.781970,0.520594
1703098109624368896,-0.487560,10.768097,0.521196
1703098109640996096,-0.489410,10.769468,0.520702
1703098109657687552,-0.530478,10.763132,0.521322
1703098109674460416,-0.536424,10.801629,0.524828
1703098109682679296,-0.522582,10.765808,0.521997
1703098109691206656,-0.526185,10.717448,0.522569
1703098109699323904,-0.555923,10.738056,0.523715
1703098109707933952,-0.544260,10.733046,0.522963
1703098109715995392,-0.696396,10.725328,0.524096
1703098109724598272,-0.675622,10.739303,0.523768
1703098109732674560,-0.663103,10.707447,0.524698
1703098109741175552,-0.621036,10.692779,0.524905
1703098109749334528,-0.577802,10.717875,0.523443
1703098109757803520,-0.493191,10.744168,0.525132
1703098109766024960,-0.507699,10.789419,0.524799
1703098109774600704,-0.388605,10.820906,0.525869
1703098109782749184,-0.305896,10.713875,0.525611
1703098109799352576,-0.223570,10.757384,0.525187
1703098109807856384,-0.253905,10.768306,0.526091
1703098109816013056,-0.127933,10.721600,0.526698
1703098109824396032,-0.113715,10.756259,0.524502
1703098109841090048,-0.015659,10.739226,0.527024
1703098109849347840,0.048253,10.666756,0.526600
1703098109857736192,0.057106,10.706509,0.524428
1703098109866017792,0.118950,10.735362,0.525954
1703098109874365184,0.125023,10.706654,0.524997
1703098109882768384,0.170440,10.711059,0.524593
1703098109891031808,0.195345,10.682797,0.524679
1703098109899427840,0.242373,10.664664,0.523718
1703098109907744256,0.291059,10.691259,0.524056
1703098109916229888,0.323164,10.725273,0.523640
1703098109924324096,0.350742,10.695737,0.522684
1703098109932850432,0.378945,10.684878,0.522895
1703098109941024512,0.423458,10.703585,0.520916
1703098109949501440,0.451892,10.672350,0.521138
1703098109957667584,0.460068,10.626509,0.521103
1703098109966204672,0.473859,10.613061,0.518718
1703098109974357504,0.449435,10.602974,0.519287
1703098109982914304,0.524821,10.666901,0.520313
1703098109991117824,0.586373,10.598325,0.519300
1703098109999545088,0.573148,10.625921,0.518514
1703098110007723520,0.623336,10.596597,0.519086
1703098110016070144,0.602872,10.597402,0.516528
1703098110024399104,0.636270,10.595798,0.517084
1703098110032808448,0.668028,10.573589,0.514965
1703098110049389056,0.713438,10.574316,0.515306
1703098110066115072,0.742336,10.553692,0.516960
1703098110074382592,0.790127,10.490443,0.515051
1703098110091099136,0.816992,10.562899,0.514652
1703098110099363072,0.839301,10.499598,0.515425
1703098110107874560,0.829620,10.480548,0.512965
1703098110115979008,0.832049,10.472139,0.514350
1703098110124464896,0.892318,10.462839,0.511342
1703098110132673280,0.898511,10.474627,0.510106
1703098110141215488,0.922892,10.500056,0.511522
1703098110149379840,0.916093,10.524450,0.510363
1703098110157771264,0.975622,10.472672,0.511761
1703098110166006016,0.961978,10.435765,0.510961
1703098110174577920,0.977827,10.444658,0.511665
1703098110182714112,0.977536,10.478925,0.510316
1703098110191187200,1.005701,10.446865,0.511172
1703098110199357952,1.019545,10.428590,0.510040
1703098110207748352,1.019085,10.405558,0.510009
1703098110224448000,1.018175,10.373468,0.509276
1703098110232664064,1.111350,10.389744,0.508091
1703098110241048320,1.061970,10.385412,0.508870
1703098110257689344,1.109286,10.399694,0.508005
1703098110266095104,1.096431,10.359618,0.508003
1703098110274341632,1.117259,10.321735,0.505401
1703098110282744576,1.100392,10.351710,0.505296
1703098110291039232,1.157511,10.332606,0.506452
1703098110299525376,1.156114,10.333034,0.504445
1703098110307706880,1.154010,10.295065,0.505641
1703098110316214784,1.214959,10.305592,0.503666
1703098110324382976,1.204360,10.306809,0.504415
1703098110332826112,1.203990,10.325679,0.504318
1703098110341016832,1.212070,10.295952,0.504522
1703098110349405952,1.214624,10.227902,0.504265
1703098110357649664,1.247403,10.286945,0.504239
1703098110366102272,1.264784,10.313752,0.503913
1703098110374366464,1.282821,10.271793,0.504688
1703098110382816000,1.299834,10.328482,0.503210
1703098110391054592,1.289012,10.295125,0.503454
1703098110399597312,1.268125,10.270295,0.503170
1703098110407670528,1.277434,10.284107,0.501951
1703098110416169728,1.260932,10.276793,0.503963
1703098110424408576,1.295750,10.263592,0.502104
1703098110432747776,1.288647,10.252105,0.501679
1703098110441057024,1.306982,10.241180,0.503055
1703098110449395712,1.274046,10.239172,0.501634
1703098110466026496,1.335468,10.245503,0.502450
1703098110474586880,1.336759,10.244892,0.502127
1703098110482709248,1.382533,10.192400,0.498569
1703098110491329280,1.371225,10.251215,0.504642
1703098110499380480,1.411124,10.196843,0.501554
1703098110507914240,1.338930,10.239630,0.501467
1703098110524526848,1.419824,10.182231,0.502218
1703098110532733952,1.379563,10.234762,0.501312
1703098110541309952,1.426781,10.185754,0.502460
1703098110549486848,1.420407,10.223914,0.500913
1703098110557895936,1.411571,10.227545,0.500352
1703098110566087680,1.380405,10.241983,0.498707
1703098110574549504,1.436491,10.233298,0.500103
1703098110582746880,1.422579,10.195998,0.500531
1703098110591327232,1.412951,10.209541,0.500468
1703098110607921408,1.447554,10.229663,0.501815
1703098110624451584,1.415099,10.202964,0.500035
1703098110632713216,1.429274,10.165648,0.499308
1703098110641107200,1.453070,10.215069,0.498494
1703098110657772288,1.490732,10.194623,0.499963
1703098110674537472,1.511540,10.210776,0.498884
1703098110682944768,1.522504,10.233200,0.499320
1703098110691075840,1.470679,10.193417,0.499052
1703098110707763200,1.476166,10.206818,0.499406
1703098110716296192,1.496302,10.225245,0.499183
1703098110724455168,1.517812,10.217212,0.500411
1703098110732923136,1.520467,10.175653,0.500654
1703098110741125376,1.485092,10.224578,0.499319
1703098110749595392,1.527612,10.202185,0.498112
1703098110757794560,1.504543,10.190949,0.498748
1703098110766140672,1.560368,10.207119,0.498344
1703098110774432000,1.508058,10.212007,0.497053
1703098110782778112,1.535164,10.179841,0.499975
1703098110791069952,1.588219,10.248212,0.498841
1703098110799486208,1.517655,10.268815,0.500439
1703098110807760384,1.524268,10.196798,0.500120
1703098110816158720,1.552365,10.245461,0.498136
1703098110825985024,1.596834,10.224195,0.499804
1703098110834091008,1.329214,8.799735,0.427558
1703098110842547456,1.832506,11.866205,0.582416
1703098110850803968,1.552088,10.226022,0.499152
1703098110859248640,1.594616,10.221272,0.499421
1703098110875886336,1.570940,10.252311,0.498145
1703098110884143872,1.541766,10.225480,0.499259
1703098110892755456,1.586113,10.259397,0.498075
1703098110909223680,1.550404,10.304528,0.498616
1703098110917493504,1.525126,10.245124,0.498723
1703098110925863168,1.585438,10.239686,0.498944
1703098110934155264,1.588781,10.216053,0.497168
1703098110942518784,1.569342,10.254357,0.499087
1703098110950787328,1.506192,10.267030,0.499040
1703098110959141632,1.484755,10.269799,0.500212
1703098110967522304,1.491018,10.233762,0.498311
1703098110975817472,1.451008,10.300382,0.497979
1703098110984488704,1.385381,10.243759,0.498878
1703098110992496896,1.355647,10.348598,0.499083
1703098111001074944,1.303519,10.268343,0.497833
1703098111009122048,1.157381,10.343918,0.499536
1703098111017599744,1.121624,10.336948,0.501104
1703098111025758208,1.032521,10.344386,0.501011
1703098111034264320,0.960030,10.344197,0.501280
1703098111050918144,0.788102,10.332014,0.501851
1703098111059152896,0.736553,10.352459,0.502217
1703098111075794688,0.557274,10.342882,0.504821
1703098111084182272,0.301993,10.400738,0.504641
1703098111100890112,-0.112930,10.413621,0.505823
1703098111117644800,-0.307198,10.403443,0.509714
1703098111125820160,-0.395213,10.375615,0.509867
1703098111134244096,-0.398354,10.402112,0.511743
1703098111142534144,-0.478875,10.491714,0.511597
1703098111150798592,-0.515045,10.410397,0.514456
1703098111159318016,-0.501155,10.497197,0.514573
1703098111167501312,-0.501983,10.506070,0.516033
1703098111176063744,-0.472284,10.497225,0.517990
1703098111184151296,-0.475973,10.472654,0.515240
1703098111192734976,-0.494239,10.574669,0.520533
1703098111200795392,-0.523495,10.521366,0.518790
1703098111209336832,-0.556751,10.576560,0.522845
1703098111217532416,-0.543123,10.539482,0.520699
1703098111225901568,-0.552892,10.569592,0.523058
1703098111234147328,-0.992010,10.592360,0.524846
1703098111250866176,-1.282978,10.558307,0.526164
1703098111267560960,-1.395139,10.569459,0.524874
1703098111275986688,-1.492961,10.586921,0.525952
1703098111284188416,-1.544868,10.625281,0.527701
1703098111292647424,-1.538931,10.622005,0.526758
1703098111309257472,-1.588627,10.669866,0.529098
1703098111317483008,-1.569436,10.576564,0.527366
1703098111325840640,-1.614757,10.719222,0.528268
1703098111334210560,-1.562441,10.675310,0.529836
1703098111342576640,-1.569506,10.711864,0.530264
1703098111350947584,-1.552263,10.778489,0.531592
1703098111359155712,-1.556316,10.723855,0.530644
1703098111367815168,-1.556316,10.748491,0.530232
1703098111375892992,-1.560517,10.727543,0.529938
1703098111384441600,-1.510935,10.748618,0.532011
1703098111392524800,-1.470631,10.774570,0.532386
1703098111401032960,-1.401515,10.766891,0.533693
1703098111409169408,-1.349185,10.812087,0.532871
1703098111417714944,-1.324857,10.825733,0.531650
1703098111425823232,-1.260052,10.794292,0.533089
1703098111434298368,-1.215782,10.830007,0.534551
1703098111442497024,-1.146756,10.884151,0.531189
1703098111450844672,-1.050089,10.886263,0.534182
1703098111467705344,-1.026886,10.890906,0.535406
1703098111475871488,-0.926795,10.887149,0.531856
1703098111492578816,-0.862692,10.921186,0.535475
1703098111500949504,-0.769570,10.934525,0.533623
1703098111509154816,-0.726100,10.896609,0.533620
1703098111517560320,-0.685266,10.906535,0.533673
1703098111534185472,-0.508897,10.973226,0.533391
1703098111542480640,-0.504354,10.883145,0.533556
1703098111550841088,-0.457937,10.894868,0.530356
1703098111559252224,-0.443103,10.922022,0.532732
1703098111567562240,-0.379923,10.936126,0.534049
1703098111575961344,-0.355114,10.896798,0.531967
1703098111584136704,-0.276650,10.912027,0.533183
1703098111592862720,-0.224416,10.905478,0.532534
1703098111600820736,-0.212264,10.889782,0.530637
1703098111609272832,-0.183489,10.949919,0.530739
1703098111617495296,-0.198170,10.906734,0.529976
1703098111625912064,-0.093097,10.907711,0.531879
1703098111634177024,-0.008441,10.868826,0.529673
1703098111642684672,-0.014186,10.875685,0.530422
1703098111650889216,0.030861,10.896859,0.528232
1703098111659448576,-0.006541,10.866721,0.529530
1703098111675934976,0.095860,10.870040,0.528261
1703098111692619520,0.204774,10.821449,0.528261
1703098111700848896,0.163992,10.775130,0.524657
1703098111709247232,0.263260,10.792677,0.527485
1703098111717563648,0.216944,10.826232,0.525640
1703098111725941760,0.342650,10.785135,0.525912
1703098111734208256,0.319635,10.823352,0.523649
1703098111742597888,0.366964,10.757874,0.524924
1703098111750883840,0.379002,10.842624,0.524528
1703098111759290368,0.403224,10.764691,0.522610
1703098111767611392,0.443533,10.794079,0.522844
1703098111775845120,0.443870,10.731712,0.524155
1703098111784315648,0.452785,10.775326,0.522029
1703098111792566528,0.490196,10.740363,0.520895
1703098111800936192,0.519735,10.711995,0.520035
1703098111809974784,0.538867,10.742635,0.518339
1703098111818476544,0.561702,9.823381,0.476316
1703098111826647296,0.614886,11.620722,0.566048
1703098111835135488,0.589642,10.656248,0.517849
1703098111843374080,0.624872,10.657204,0.517845
1703098111859953664,0.647143,10.698601,0.516061
1703098111876636416,0.697828,10.624952,0.516740
1703098111884971776,0.737222,10.684737,0.515650
1703098111893253888,0.771229,10.621689,0.515118
1703098111909998848,0.774811,10.593737,0.515759
1703098111918365952,0.794359,10.614374,0.512646
1703098111926714368,0.844928,10.591628,0.512523
1703098111934965504,0.809196,10.629674,0.512498
1703098111943464192,0.868617,10.539483,0.512243
1703098111951655680,0.942943,10.571186,0.510611
1703098111960054784,0.920400,10.547062,0.510129
1703098111968301824,0.918851,10.511082,0.510147
1703098111976680192,0.867441,10.518015,0.510348
1703098111985012480,0.907561,10.529751,0.510532
1703098111993470976,0.982386,10.536135,0.509449
1703098112001627648,0.947985,10.528507,0.510525
1703098112010174208,0.965947,10.470123,0.509863
1703098112018311680,0.959908,10.500619,0.508184
1703098112026687232,1.004396,10.466593,0.509352
1703098112034962176,1.032943,10.465620,0.509044
1703098112043342336,1.042755,10.439997,0.508093
1703098112051648512,1.051336,10.392721,0.507063
1703098112059992576,1.081125,10.431520,0.507206
1703098112076723712,1.088193,10.415885,0.508281
1703098112093497344,0.772008,10.366217,0.507117
1703098112101725952,0.461826,10.376914,0.507395
1703098112110037760,0.207356,10.429105,0.505478
1703098112126624512,-0.143392,10.407436,0.506055
1703098112143290624,-0.359672,10.337705,0.506290
1703098112151716352,-0.431875,10.379610,0.509598
1703098112159958016,-0.410078,10.385078,0.507623
1703098112168372224,-0.518661,10.367979,0.509451
1703098112176707584,-0.485560,10.322492,0.510001
1703098112185150208,-0.496315,10.329161,0.510133
1703098112193396480,-0.483629,10.383994,0.510327
1703098112201728000,-0.539837,10.313772,0.512626
1703098112209969920,-0.497776,10.358007,0.514828
1703098112218354688,-0.526891,10.346146,0.514433
1703098112226604032,-0.472931,10.347458,0.516163
1703098112235001600,-0.511600,10.338344,0.515737
1703098112243403008,1.218949,10.420060,0.516449
1703098112251703552,1.564751,10.327028,0.517668
1703098112268321536,1.777276,10.323376,0.516322
1703098112284996608,1.813869,10.319801,0.513570
1703098112293449216,1.797563,10.307148,0.511151
1703098112301627904,1.789148,10.251900,0.511867
1703098112310077184,1.793804,10.292521,0.508566
1703098112318327808,1.787160,10.283442,0.507229
1703098112326715136,1.789018,10.342031,0.506628
1703098112343432192,1.800287,10.268742,0.503842
1703098112360138752,1.774832,10.278187,0.500974
1703098112368323072,1.754736,10.242456,0.501738
1703098112376696320,1.783607,10.301575,0.499822
1703098112384989952,1.791452,10.251247,0.499925
1703098112393411328,1.758311,10.205780,0.497174
1703098112401645568,1.840276,10.238742,0.498224
1703098112410052096,1.813180,10.217216,0.496430
1703098112418294016,1.839087,10.226677,0.495844
1703098112426690048,1.830079,10.212850,0.495187
1703098112434973440,1.832833,10.207399,0.496337
1703098112443434240,1.775295,10.230423,0.494493
1703098112451575808,1.801669,10.188153,0.494399
1703098112468509184,1.765343,10.184102,0.490743
1703098112485120256,1.774946,10.159504,0.492035
1703098112493276672,1.816299,10.143891,0.491976
1703098112501700608,1.824737,10.158669,0.491539
1703098112509936128,1.823612,10.148898,0.490796
1703098112526632192,1.788338,10.105877,0.492356
1703098112535096064,1.803710,10.134297,0.491665
1703098112543380480,1.836850,10.088840,0.489802
1703098112551801344,1.804761,10.119917,0.490016
1703098112559977216,1.810598,10.087524,0.490547
1703098112568358656,1.823281,10.039024,0.489885
1703098112576628480,1.849960,10.089179,0.488805
1703098112585073664,1.838914,10.119686,0.488807
1703098112593392896,1.814935,10.097406,0.490135
1703098112601766656,1.855638,10.106236,0.490031
1703098112610012928,1.820658,10.104915,0.491468
1703098112618369792,1.759272,10.054748,0.488339
1703098112626706688,1.832565,10.090087,0.489874
1703098112634976512,1.827073,10.048188,0.490795
1703098112643451136,1.805026,10.060710,0.487667
1703098112651622400,1.796179,10.089741,0.491338
1703098112660135680,1.811382,10.087770,0.488843
1703098112668279296,1.815115,10.054632,0.488245
1703098112676718336,1.791255,10.093535,0.490588
1703098112685042176,1.802597,10.095348,0.489564
1703098112693465088,1.769138,10.069751,0.490794
1703098112701615360,1.817229,10.118908,0.489518
1703098112718369536,1.811191,10.074540,0.489013
1703098112726835200,1.825247,10.066451,0.489898
1703098112734956800,1.870020,10.080009,0.490659
1703098112743484672,1.859900,10.081131,0.491523
1703098112751638528,1.799419,10.086972,0.490691
1703098112759993856,1.836589,10.103696,0.488258
1703098112768289280,1.833802,10.086838,0.489767
1703098112784965888,1.781387,10.089314,0.490251
1703098112793312768,1.826347,10.101809,0.490373
1703098112801635840,1.803401,10.077378,0.489199
1703098112809991680,1.762626,10.094397,0.490313
1703098112818323712,1.796239,10.105796,0.491241
1703098112826693120,1.780206,10.133691,0.492698
1703098112835012352,1.734595,10.112430,0.491060
1703098112843252992,1.716716,10.099436,0.490497
1703098112851809280,1.629887,10.141277,0.492586
1703098112859984896,1.636533,10.184780,0.490602
1703098112868446720,1.563268,10.140578,0.490182
1703098112876639744,1.512839,10.159608,0.492008
1703098112885129728,1.436335,10.121209,0.494065
1703098112893318400,1.383729,10.151141,0.492151
1703098112901707264,1.238168,10.155621,0.494158
1703098112909992192,1.251618,10.208187,0.493677
1703098112918345728,1.114575,10.176344,0.494537
1703098112926648576,0.977868,10.212776,0.496944
1703098112943271680,0.840288,10.232972,0.497577
1703098112951704832,0.762861,10.240472,0.499067
1703098112968265216,0.618520,10.269785,0.499976
1703098112984959744,0.424213,10.309034,0.501761
1703098112993562880,0.367343,10.268923,0.502200
1703098113001634048,0.227829,10.272540,0.503515
1703098113010060544,0.131200,10.300835,0.505800
1703098113018304512,0.109694,10.401503,0.508109
1703098113026758144,0.002303,10.351215,0.507493
1703098113035004416,-0.112787,10.346799,0.510408
1703098113043523328,-0.200681,10.350891,0.510847
1703098113051655168,-0.232985,10.341857,0.511500
1703098113060155392,-0.331338,10.413196,0.515355
1703098113068356096,-0.377842,10.385820,0.513942
1703098113076779776,-0.510109,10.464004,0.516675
1703098113085039616,-0.599322,10.453334,0.517127
1703098113093370624,-0.633868,10.474446,0.517182
1703098113101651456,-0.563540,10.459697,0.519912
1703098113110109696,-0.558043,10.469067,0.519873
1703098113126748416,-0.474923,10.508388,0.523004
1703098113135084800,-0.516144,10.540479,0.522816
1703098113143370496,-0.551905,10.533999,0.522544
1703098113159964672,-0.527788,10.631025,0.526403
1703098113176666368,-0.544696,10.609132,0.526237
1703098113185125888,-0.561245,10.699316,0.527945
1703098113193286656,-0.526711,10.645281,0.527196
1703098113209963008,-0.542157,10.712544,0.528779
1703098113218411264,-0.503256,10.715701,0.529362
1703098113226661888,-0.473007,10.771690,0.530372
1703098113235061760,-0.518540,10.703820,0.530495
1703098113243351808,-0.540306,10.735830,0.529984
1703098113251840000,-1.767840,10.638418,0.530335
1703098113259998464,-2.101614,10.608602,0.530672
1703098113268416768,-2.127558,10.601220,0.530130
1703098113276683008,-2.146065,10.637457,0.527182
1703098113285026304,-2.244584,10.640575,0.529469
1703098113293347840,-2.235665,10.724700,0.528832
1703098113301699328,-2.200733,10.708279,0.528105
1703098113310102016,-2.205379,10.728343,0.528324
1703098113318328576,-2.193834,10.695539,0.529968
1703098113326770688,-2.177191,10.744292,0.529413
1703098113334999296,-2.108065,10.766799,0.529363
1703098113343546368,-2.166990,10.784900,0.529745
1703098113351642368,-2.072446,10.778222,0.531217
1703098113360126464,-2.043758,10.795222,0.531351
1703098113368309504,-2.024126,10.830539,0.530810
1703098113376747264,-1.956478,10.840489,0.531883
1703098113393481728,-1.885298,10.881393,0.530934
1703098113410147072,-1.747678,10.861094,0.530361
1703098113418284544,-1.689344,10.911290,0.532017
1703098113426819584,-1.592860,10.903386,0.532668
1703098113435003136,-1.533742,10.980806,0.533256
1703098113443503104,-1.490765,10.902857,0.530932
1703098113451682816,-1.428976,10.906902,0.532652
1703098113460137984,-1.361941,10.950721,0.533561
